182;naval_base;2038.00;9.60;148.00;0.00;79
29;naval_base;1249.00;9.60;149.00;0.00;45
29;floating_harbor;1241.00;9.50;172.00;0.00;0
209;naval_base;2147.00;9.60;174.50;3.14;247
225;naval_base;645.00;9.60;150.50;3.14;74
40;naval_base;1091.00;9.60;151.00;0.00;103
212;naval_base;1184.00;9.60;157.50;3.14;144
124;naval_base;2293.00;9.60;156.50;1.57;63
124;floating_harbor;2284.00;9.50;191.00;0.00;0
40;naval_base;1124.00;9.60;158.50;4.71;103
3;naval_base;2159.00;9.60;173.50;3.14;187
3;naval_base;2188.00;9.60;163.50;1.57;187
29;naval_base;1256.00;9.60;165.00;0.00;114
195;naval_base;676.00;9.60;166.00;0.00;74
195;floating_harbor;696.00;9.50;190.00;0.00;0
95;naval_base;2080.00;9.60;166.50;4.71;79
209;naval_base;2145.00;9.60;173.50;3.14;247
174;naval_base;2251.00;9.60;165.50;4.71;62
174;floating_harbor;2237.00;9.50;189.00;0.00;0
222;naval_base;832.00;9.60;168.00;0.00;64
222;floating_harbor;816.00;9.50;195.00;0.00;0
95;naval_base;2129.00;9.60;179.50;3.14;247
140;naval_base;1122.00;9.60;169.00;0.00;103
140;floating_harbor;1130.00;9.50;199.00;0.00;0
225;naval_base;618.00;9.60;170.50;4.71;221
222;naval_base;825.00;9.60;171.00;0.00;64
124;naval_base;2289.00;9.60;174.50;1.57;225
167;naval_base;2048.00;9.60;172.00;0.00;79
167;floating_harbor;2058.00;9.50;196.00;0.00;0
225;naval_base;596.00;9.60;173.00;0.00;127
212;naval_base;1190.00;9.60;176.50;3.14;144
126;naval_base;728.00;9.60;174.00;0.00;60
126;floating_harbor;750.00;9.50;188.00;0.00;0
126;naval_base;735.00;9.60;174.00;0.00;60
29;naval_base;1218.00;9.60;186.50;3.14;144
29;naval_base;1230.00;9.60;189.50;3.14;144
95;naval_base;2093.00;9.60;184.50;3.14;247
174;naval_base;2245.00;9.60;177.00;0.00;225
222;naval_base;809.00;9.60;178.00;0.00;64
195;naval_base;685.00;9.60;180.00;0.00;74
167;naval_base;2057.00;9.60;181.00;0.00;79
140;naval_base;1139.00;9.60;182.00;0.00;103
195;naval_base;703.00;9.60;183.00;0.00;74
1;naval_base;595.00;9.60;183.50;3.14;127
1;floating_harbor;639.00;9.50;206.00;0.00;0
29;naval_base;1263.00;9.60;183.50;1.57;114
222;naval_base;790.00;9.60;187.00;0.00;64
167;naval_base;2033.00;9.60;186.50;4.71;79
95;naval_base;2076.00;9.60;188.00;0.00;79
124;naval_base;2294.00;9.60;188.50;1.57;225
167;naval_base;2084.00;9.60;208.50;1.57;247
1;naval_base;609.00;9.60;198.50;4.71;221
126;naval_base;781.00;9.60;192.00;0.00;60
124;naval_base;2282.00;9.60;205.50;1.57;225
69;naval_base;2030.00;9.60;197.00;0.00;79
69;floating_harbor;2038.00;9.50;221.00;0.00;0
94;naval_base;2140.00;9.60;199.00;0.00;247
94;floating_harbor;2167.00;9.50;230.00;0.00;0
94;naval_base;2141.00;9.60;199.00;0.00;247
174;naval_base;2231.00;9.60;201.00;0.00;187
1;naval_base;637.00;9.60;224.50;3.14;221
140;naval_base;1150.00;9.60;202.00;0.00;144
94;naval_base;2164.00;9.60;202.00;0.00;187
124;naval_base;2308.00;9.60;202.00;0.00;225
1;naval_base;623.00;9.60;214.50;3.14;221
167;naval_base;2086.00;9.60;211.50;1.57;247
116;naval_base;685.00;9.60;224.50;3.14;74
116;floating_harbor;712.00;9.50;229.00;0.00;0
94;naval_base;2171.00;9.60;207.50;1.57;187
69;naval_base;2021.00;9.60;209.00;0.00;110
116;naval_base;700.00;9.60;223.50;3.14;74
1;naval_base;681.00;9.60;224.50;3.14;74
115;naval_base;2131.00;9.60;212.50;4.71;247
115;floating_harbor;2140.00;9.50;248.00;0.00;0
201;naval_base;2210.00;9.60;214.00;0.00;187
201;floating_harbor;2233.00;9.50;239.00;0.00;0
120;naval_base;2086.00;9.60;215.50;1.57;247
120;floating_harbor;2087.00;9.50;252.00;0.00;0
1;naval_base;647.00;9.60;228.50;3.14;221
94;naval_base;2198.00;9.60;217.00;0.00;187
89;naval_base;2282.00;9.60;220.50;1.57;225
89;floating_harbor;2276.00;9.50;242.00;0.00;0
124;naval_base;2301.00;9.60;219.50;4.71;225
7;naval_base;1165.00;9.60;221.00;0.00;144
7;floating_harbor;1146.00;9.50;255.00;0.00;0
115;naval_base;2124.00;9.60;221.00;0.00;247
89;naval_base;2301.00;9.60;226.50;4.71;225
120;naval_base;2088.00;9.60;228.50;1.57;247
116;naval_base;712.00;9.60;232.50;3.14;74
69;naval_base;2014.00;9.60;232.50;3.14;392
120;naval_base;2111.00;9.60;233.00;0.00;247
122;naval_base;681.00;9.60;234.00;0.00;221
122;floating_harbor;680.00;9.50;263.00;0.00;0
101;naval_base;621.00;9.60;237.00;0.00;221
101;floating_harbor;637.00;9.50;264.00;0.00;0
101;naval_base;635.00;9.60;237.00;0.00;221
185;naval_base;1112.00;9.60;259.50;3.14;501
185;floating_harbor;1114.00;9.50;248.00;0.00;0
89;naval_base;2278.00;9.60;240.50;3.14;225
122;naval_base;694.00;9.60;244.50;3.14;221
129;naval_base;2024.00;9.60;248.50;3.14;392
129;floating_harbor;2049.00;9.50;252.00;0.00;0
185;naval_base;1111.00;9.60;259.50;3.14;501
129;naval_base;2042.00;9.60;265.50;4.71;392
116;naval_base;711.00;9.60;248.50;4.71;74
120;naval_base;2088.00;9.60;276.50;3.14;548
120;naval_base;2075.00;9.60;276.50;3.14;548
7;naval_base;1169.00;9.60;257.50;3.14;298
122;naval_base;676.00;9.60;258.00;0.00;221
122;naval_base;657.00;9.60;261.00;0.00;221
200;naval_base;1093.00;9.60;273.50;3.14;501
200;floating_harbor;1071.00;9.50;267.00;0.00;0
185;naval_base;1115.00;9.60;262.50;3.14;501
7;naval_base;1124.00;9.60;272.50;4.71;501
129;naval_base;2050.00;9.60;270.50;3.14;392
101;naval_base;648.00;9.60;267.00;0.00;442
120;naval_base;2089.00;9.60;277.50;4.71;548
199;naval_base;2264.00;9.60;269.50;1.57;225
199;floating_harbor;2245.00;9.50;289.00;0.00;0
162;naval_base;1102.00;9.60;276.50;3.14;501
162;floating_harbor;1096.00;9.50;303.00;0.00;0
5;naval_base;2144.00;9.60;286.50;3.14;548
5;floating_harbor;2144.00;9.50;298.00;0.00;0
7;naval_base;1124.00;9.60;278.50;4.71;501
7;naval_base;1157.00;9.60;282.00;0.00;501
5;naval_base;2109.00;9.60;290.50;3.14;548
199;naval_base;2259.00;9.60;292.50;1.57;225
162;naval_base;1123.00;9.60;285.00;0.00;501
5;naval_base;2146.00;9.60;287.50;3.14;548
199;naval_base;2243.00;9.60;308.50;3.14;598
162;naval_base;1097.00;9.60;288.50;1.57;501
136;naval_base;462.00;9.60;290.00;0.00;404
136;floating_harbor;450.00;9.50;310.00;0.00;0
109;floating_harbor;478.00;9.50;308.00;0.00;0
5;naval_base;2140.00;9.60;289.50;3.14;548
170;naval_base;1130.00;9.60;301.50;3.14;501
170;floating_harbor;1151.00;9.50;319.00;0.00;0
170;naval_base;1160.00;9.60;292.50;1.57;501
136;naval_base;449.00;9.60;295.00;0.00;404
31;naval_base;644.00;9.60;294.50;4.71;442
31;floating_harbor;642.00;9.50;326.00;0.00;0
162;naval_base;1115.00;9.60;299.00;0.00;501
5;naval_base;2118.00;9.60;301.50;4.71;548
170;naval_base;1129.00;9.60;304.50;1.57;501
164;naval_base;2100.00;9.60;306.00;0.00;548
164;floating_harbor;2109.00;9.50;327.00;0.00;0
202;naval_base;2220.00;9.60;318.50;3.14;598
202;floating_harbor;2198.00;9.50;320.00;0.00;0
202;naval_base;2228.00;9.60;314.50;3.14;598
224;naval_base;375.00;9.60;308.00;0.00;536
224;floating_harbor;393.00;9.50;325.00;0.00;0
109;naval_base;488.00;9.60;307.50;1.57;404
5;naval_base;2143.00;9.60;309.50;4.71;548
136;naval_base;427.00;9.60;311.00;0.00;536
31;naval_base;628.00;9.60;313.00;0.00;442
52;naval_base;812.00;9.60;335.50;3.14;714
52;floating_harbor;835.00;9.50;344.00;0.00;0
162;naval_base;1106.00;9.60;314.00;0.00;501
224;naval_base;392.00;9.60;315.50;1.57;536
5;naval_base;2134.00;9.60;317.00;0.00;548
224;naval_base;416.00;9.60;318.00;0.00;536
158;naval_base;810.00;9.60;335.50;3.14;714
158;floating_harbor;791.00;9.50;350.00;0.00;0
155;naval_base;614.00;9.60;320.00;0.00;442
155;floating_harbor;603.00;9.50;341.00;0.00;0
132;naval_base;1132.00;9.60;320.50;1.57;501
132;floating_harbor;1124.00;9.50;341.00;0.00;0
170;naval_base;1146.00;9.60;319.50;4.71;501
224;naval_base;372.00;9.60;323.50;3.14;536
170;naval_base;1161.00;9.60;322.00;0.00;501
164;naval_base;2090.00;9.60;323.00;0.00;548
157;naval_base;483.00;9.60;328.50;1.57;404
157;floating_harbor;451.00;9.50;356.00;0.00;0
52;naval_base;827.00;9.60;331.50;3.14;714
202;naval_base;2210.00;9.60;330.50;1.57;598
52;naval_base;844.00;9.60;335.50;3.14;714
45;naval_base;1673.00;9.60;332.00;0.00;430
45;floating_harbor;1646.00;9.50;367.00;0.00;0
155;naval_base;605.00;9.60;333.00;0.00;442
45;naval_base;1679.00;9.60;333.00;0.00;430
51;naval_base;859.00;9.60;344.50;3.14;714
51;floating_harbor;875.00;9.50;329.00;0.00;0
72;naval_base;2135.00;9.60;333.50;4.71;548
72;floating_harbor;2137.00;9.50;360.00;0.00;0
45;naval_base;1644.00;9.60;336.00;0.00;616
68;naval_base;395.00;9.60;344.50;4.71;536
68;floating_harbor;412.00;9.50;363.00;0.00;0
93;naval_base;1178.00;9.60;339.50;3.14;620
93;floating_harbor;1175.00;9.50;371.00;0.00;0
158;naval_base;812.00;9.60;345.00;0.00;714
21;naval_base;2206.00;9.60;349.50;1.57;598
21;floating_harbor;2181.00;9.50;367.00;0.00;0
75;naval_base;486.00;9.60;346.00;0.00;691
75;floating_harbor;498.00;9.50;371.00;0.00;0
155;naval_base;600.00;9.60;354.50;3.14;746
72;naval_base;2121.00;9.60;346.00;0.00;548
117;naval_base;640.00;9.60;368.50;3.14;746
117;floating_harbor;650.00;9.50;371.00;0.00;0
117;naval_base;634.00;9.60;368.50;3.14;746
52;naval_base;821.00;9.60;356.50;1.57;714
177;naval_base;2205.00;9.60;357.50;1.57;598
177;floating_harbor;2206.00;9.50;385.00;0.00;0
114;naval_base;611.00;9.60;364.50;3.14;746
114;floating_harbor;633.00;9.50;382.00;0.00;0
93;naval_base;1174.00;9.60;358.50;1.57;620
68;naval_base;401.00;9.60;368.50;3.14;536
80;naval_base;867.00;9.60;364.50;4.71;714
80;floating_harbor;886.00;9.50;395.00;0.00;0
72;naval_base;2118.00;9.60;367.50;3.14;685
45;naval_base;1657.00;9.60;366.00;0.00;616
68;naval_base;404.00;9.60;370.50;4.71;536
75;naval_base;497.00;9.60;371.00;0.00;691
45;naval_base;1644.00;9.60;371.00;0.00;616
75;naval_base;503.00;9.60;372.00;0.00;691
133;naval_base;838.00;9.60;375.50;3.14;714
133;floating_harbor;835.00;9.50;405.00;0.00;0
133;naval_base;848.00;9.60;375.50;4.71;714
93;naval_base;1183.00;9.60;375.50;1.57;620
45;naval_base;1617.00;9.60;376.00;0.00;616
177;naval_base;2210.00;9.60;375.50;1.57;598
45;naval_base;1676.00;9.60;378.00;0.00;616
117;naval_base;648.00;9.60;381.50;4.71;746
85;naval_base;1682.00;9.60;382.00;0.00;616
85;floating_harbor;1696.00;9.50;405.00;0.00;0
62;naval_base;404.00;9.60;390.50;4.71;829
62;floating_harbor;430.00;9.50;398.00;0.00;0
75;naval_base;529.00;9.60;384.50;1.57;691
26;naval_base;596.00;9.60;385.00;0.00;746
26;floating_harbor;582.00;9.50;400.00;0.00;0
133;naval_base;840.00;9.60;386.00;0.00;714
93;naval_base;1195.00;9.60;387.00;0.00;620
17;naval_base;2130.00;9.60;388.50;3.14;847
17;floating_harbor;2154.00;9.50;408.00;0.00;0
177;naval_base;2218.00;9.60;388.00;0.00;598
181;naval_base;655.00;9.60;408.50;3.14;746
181;floating_harbor;684.00;9.50;408.00;0.00;0
181;naval_base;669.00;9.60;409.50;3.14;746
85;naval_base;1699.00;9.60;389.00;0.00;505
26;naval_base;583.00;9.60;390.00;0.00;691
62;naval_base;416.00;9.60;404.50;3.14;829
17;naval_base;2140.00;9.60;398.50;4.71;847
233;naval_base;2235.00;9.60;394.00;0.00;598
233;floating_harbor;2246.00;9.50;419.00;0.00;0
138;naval_base;1606.00;9.60;394.50;4.71;616
138;floating_harbor;1604.00;9.50;430.00;0.00;0
169;naval_base;746.00;9.60;410.50;3.14;968
169;floating_harbor;730.00;9.50;384.00;0.00;0
137;naval_base;1202.00;9.60;405.50;1.57;620
137;floating_harbor;1169.00;9.50;411.00;0.00;0
146;naval_base;529.00;9.60;399.50;1.57;691
146;floating_harbor;506.00;9.50;424.00;0.00;0
146;naval_base;520.00;9.60;416.50;1.57;691
91;naval_base;745.00;9.60;411.50;3.14;968
91;floating_harbor;720.00;9.50;417.00;0.00;0
17;naval_base;2160.00;9.60;426.50;3.14;847
17;naval_base;2146.00;9.60;415.50;3.14;847
20;naval_base;439.00;9.60;422.50;3.14;829
20;floating_harbor;461.00;9.50;417.00;0.00;0
91;naval_base;726.00;9.60;420.50;3.14;968
137;naval_base;1180.00;9.60;414.50;3.14;978
26;naval_base;562.00;9.60;408.00;0.00;691
35;naval_base;748.00;9.60;411.50;4.71;968
35;floating_harbor;769.00;9.50;385.00;0.00;0
23;naval_base;760.00;9.60;418.50;3.14;968
23;floating_harbor;787.00;9.50;411.00;0.00;0
138;naval_base;1601.00;9.60;411.50;4.71;772
58;naval_base;2168.00;9.60;434.50;4.71;847
58;floating_harbor;2197.00;9.50;443.00;0.00;0
78;naval_base;559.00;9.60;410.50;4.71;691
78;floating_harbor;559.00;9.50;439.00;0.00;0
233;naval_base;2255.00;9.60;411.00;0.00;598
78;naval_base;581.00;9.60;418.00;0.00;746
181;naval_base;684.00;9.60;417.50;4.71;746
85;naval_base;1702.00;9.60;418.50;1.57;956
183;naval_base;2302.00;9.60;417.00;0.00;901
183;floating_harbor;2313.00;9.50;442.00;0.00;0
183;naval_base;2297.00;9.60;419.00;0.00;901
20;naval_base;445.00;9.60;432.50;4.71;829
146;naval_base;520.00;9.60;420.50;1.57;691
78;naval_base;586.00;9.60;421.00;0.00;746
23;naval_base;773.00;9.60;428.50;3.14;968
70;naval_base;1025.00;9.60;436.50;3.14;1051
70;floating_harbor;1059.00;9.50;440.00;0.00;0
233;naval_base;2274.00;9.60;423.00;0.00;598
78;naval_base;540.00;9.60;423.50;4.71;691
138;naval_base;1606.00;9.60;424.50;4.71;772
112;naval_base;1017.00;9.60;436.50;3.14;1051
112;floating_harbor;992.00;9.50;455.00;0.00;0
30;naval_base;1096.00;9.60;445.50;3.14;1081
30;floating_harbor;1123.00;9.50;432.00;0.00;0
148;naval_base;1685.00;9.60;438.50;3.14;956
148;floating_harbor;1660.00;9.50;427.00;0.00;0
137;naval_base;1162.00;9.60;427.50;3.14;978
183;naval_base;2281.00;9.60;427.00;0.00;901
70;naval_base;1095.00;9.60;445.50;3.14;1081
30;naval_base;1151.00;9.60;439.50;3.14;978
183;naval_base;2321.00;9.60;429.00;0.00;901
20;naval_base;451.00;9.60;439.50;3.14;829
214;naval_base;785.00;9.60;440.50;3.14;968
214;floating_harbor;816.00;9.50;455.00;0.00;0
6;naval_base;1696.00;9.60;431.50;3.14;956
6;floating_harbor;1678.00;9.50;463.00;0.00;0
58;naval_base;2169.00;9.60;438.50;4.71;847
33;naval_base;2362.00;9.60;433.00;0.00;901
33;floating_harbor;2371.00;9.50;451.00;0.00;0
20;naval_base;464.00;9.60;448.50;3.14;1082
138;naval_base;1586.00;9.60;436.00;0.00;772
33;naval_base;2385.00;9.60;436.00;0.00;906
113;naval_base;1573.00;9.60;437.00;0.00;772
113;floating_harbor;1551.00;9.50;457.00;0.00;0
148;naval_base;1678.00;9.60;441.50;1.57;956
78;naval_base;592.00;9.60;437.50;1.57;746
30;naval_base;1108.00;9.60;446.50;3.14;1081
33;naval_base;2356.00;9.60;437.50;4.71;901
58;naval_base;2169.00;9.60;439.50;4.71;847
78;naval_base;532.00;9.60;441.00;0.00;691
183;naval_base;2324.00;9.60;441.00;0.00;901
50;naval_base;466.00;9.60;450.50;3.14;1082
50;floating_harbor;497.00;9.50;468.00;0.00;0
112;naval_base;1013.00;9.60;445.00;0.00;1051
70;naval_base;1040.00;9.60;445.50;4.71;1051
70;naval_base;1093.00;9.60;447.50;3.14;1081
113;naval_base;1556.00;9.60;445.00;0.00;1022
141;naval_base;784.00;9.60;446.00;0.00;968
141;floating_harbor;805.00;9.50;464.00;0.00;0
78;naval_base;588.00;9.60;451.50;3.14;1006
112;naval_base;1016.00;9.60;448.50;1.57;1051
112;naval_base;983.00;9.60;477.50;3.14;1174
70;naval_base;1050.00;9.60;467.50;3.14;1051
113;naval_base;1535.00;9.60;455.00;0.00;1022
99;naval_base;2093.00;9.60;456.00;0.00;847
99;floating_harbor;2100.00;9.50;467.00;0.00;0
58;naval_base;2166.00;9.60;459.50;3.14;847
33;naval_base;2351.00;9.60;457.00;0.00;901
50;naval_base;472.00;9.60;458.50;4.71;1082
112;naval_base;972.00;9.60;473.50;3.14;1174
6;naval_base;1693.00;9.60;460.50;1.57;956
163;naval_base;627.00;9.60;462.00;0.00;1006
163;floating_harbor;616.00;9.50;496.00;0.00;0
47;floating_harbor;671.00;9.50;498.00;0.00;0
226;naval_base;1521.00;9.60;463.00;0.00;1022
226;floating_harbor;1544.00;9.50;496.00;0.00;0
172;naval_base;2344.00;9.60;463.00;0.00;901
172;floating_harbor;2324.00;9.50;498.00;0.00;0
160;naval_base;2145.00;9.60;464.00;0.00;847
160;floating_harbor;2165.00;9.50;504.00;0.00;0
163;naval_base;607.00;9.60;467.00;0.00;1006
47;naval_base;650.00;9.60;467.00;0.00;1006
76;naval_base;572.00;9.60;467.50;1.57;1006
76;floating_harbor;563.00;9.50;496.00;0.00;0
160;naval_base;2158.00;9.60;468.00;0.00;847
112;naval_base;1013.00;9.60;476.50;3.14;1051
76;naval_base;573.00;9.60;470.00;0.00;1006
141;naval_base;782.00;9.60;471.00;0.00;1111
226;naval_base;1530.00;9.60;478.50;3.14;1022
160;naval_base;2137.00;9.60;471.00;0.00;847
128;naval_base;2396.00;9.60;472.50;1.57;906
128;floating_harbor;2374.00;9.50;504.00;0.00;0
76;naval_base;596.00;9.60;472.00;0.00;1006
190;naval_base;2133.00;9.60;472.00;0.00;847
190;floating_harbor;2112.00;9.50;504.00;0.00;0
11;naval_base;780.00;9.60;473.00;0.00;1111
11;floating_harbor;775.00;9.50;502.00;0.00;0
227;naval_base;885.00;9.60;496.50;3.14;1257
227;floating_harbor;874.00;9.50;467.00;0.00;0
112;naval_base;971.00;9.60;476.50;1.57;1174
50;naval_base;473.00;9.60;480.50;4.71;1082
227;naval_base;875.00;9.60;499.50;3.14;1257
6;naval_base;1685.00;9.60;482.50;3.14;956
128;naval_base;2388.00;9.60;498.50;1.57;1254
190;naval_base;2110.00;9.60;482.00;0.00;1089
111;naval_base;1580.00;9.60;512.50;3.14;1279
111;floating_harbor;1593.00;9.50;493.00;0.00;0
128;naval_base;2394.00;9.60;484.00;0.00;906
77;naval_base;1677.00;9.60;496.50;1.57;956
77;floating_harbor;1647.00;9.50;486.00;0.00;0
11;naval_base;771.00;9.60;486.00;0.00;1111
25;naval_base;976.00;9.60;488.00;0.00;1174
25;floating_harbor;974.00;9.50;512.00;0.00;0
47;naval_base;664.00;9.60;487.00;0.00;1006
111;naval_base;1567.00;9.60;504.50;3.14;1279
25;naval_base;979.00;9.60;490.00;0.00;1174
83;naval_base;469.00;9.60;491.50;4.71;1082
83;floating_harbor;468.00;9.50;513.00;0.00;0
237;naval_base;935.00;9.60;513.50;3.14;1310
237;floating_harbor;922.00;9.50;494.00;0.00;0
77;naval_base;1661.00;9.60;501.50;3.14;956
47;naval_base;675.00;9.60;494.00;0.00;1006
237;naval_base;912.00;9.60;513.50;3.14;1257
128;naval_base;2375.00;9.60;505.50;1.57;1254
143;naval_base;866.00;9.60;506.50;3.14;1257
143;floating_harbor;851.00;9.50;515.00;0.00;0
237;naval_base;888.00;9.60;498.50;3.14;1257
226;naval_base;1562.00;9.60;500.50;4.71;1022
77;naval_base;1674.00;9.60;501.50;1.57;956
190;naval_base;2090.00;9.60;502.00;0.00;1089
128;naval_base;2360.00;9.60;511.50;3.14;1254
25;naval_base;955.00;9.60;523.50;3.14;1310
111;naval_base;1581.00;9.60;513.50;4.71;1279
172;naval_base;2347.00;9.60;519.50;3.14;1254
13;naval_base;708.00;9.60;511.00;0.00;1006
13;floating_harbor;732.00;9.50;544.00;0.00;0
13;naval_base;718.00;9.60;511.00;0.00;1111
13;naval_base;719.00;9.60;511.00;0.00;1111
11;naval_base;765.00;9.60;511.00;0.00;1111
237;naval_base;942.00;9.60;516.50;3.14;1310
25;naval_base;993.00;9.60;512.50;1.57;1174
143;naval_base;851.00;9.60;521.50;3.14;1257
166;naval_base;1588.00;9.60;521.50;3.14;1279
166;floating_harbor;1617.00;9.50;534.00;0.00;0
83;naval_base;459.00;9.60;516.50;4.71;1082
13;naval_base;741.00;9.60;519.00;0.00;1111
245;naval_base;1673.00;9.60;518.50;4.71;956
245;floating_harbor;1651.00;9.50;544.00;0.00;0
245;naval_base;1658.00;9.60;519.50;1.57;956
25;naval_base;965.00;9.60;528.50;4.71;1310
241;naval_base;479.00;9.60;536.50;3.14;1082
241;floating_harbor;504.00;9.50;514.00;0.00;0
190;naval_base;2098.00;9.60;527.50;3.14;1089
12;naval_base;2337.00;9.60;529.50;3.14;1254
12;floating_harbor;2352.00;9.50;554.00;0.00;0
12;naval_base;2341.00;9.60;525.50;3.14;1254
159;naval_base;842.00;9.60;548.50;3.14;1257
159;floating_harbor;811.00;9.50;520.00;0.00;0
100;naval_base;1541.00;9.60;533.00;0.00;1279
100;floating_harbor;1516.00;9.50;553.00;0.00;0
44;naval_base;1547.00;9.60;533.00;0.00;1279
44;floating_harbor;1571.00;9.50;568.00;0.00;0
147;naval_base;2217.00;9.60;544.50;3.14;1409
147;floating_harbor;2236.00;9.50;555.00;0.00;0
130;naval_base;2317.00;9.60;547.50;3.14;1254
130;floating_harbor;2305.00;9.50;569.00;0.00;0
166;naval_base;1588.00;9.60;534.50;4.71;1279
121;naval_base;1681.00;9.60;536.00;0.00;1328
121;floating_harbor;1676.00;9.50;571.00;0.00;0
100;naval_base;1522.00;9.60;538.00;0.00;1279
46;naval_base;2106.00;9.60;537.50;3.14;1089
46;floating_harbor;2119.00;9.50;575.00;0.00;0
171;naval_base;482.00;9.60;539.50;4.71;1082
171;floating_harbor;491.00;9.50;561.00;0.00;0
147;naval_base;2220.00;9.60;545.50;4.71;1409
130;naval_base;2284.00;9.60;545.50;3.14;1254
171;naval_base;481.00;9.60;541.00;0.00;1082
194;naval_base;771.00;9.60;572.50;3.14;1418
194;floating_harbor;790.00;9.50;566.00;0.00;0
44;naval_base;1585.00;9.60;541.00;0.00;1279
147;naval_base;2216.00;9.60;544.50;3.14;1409
159;naval_base;841.00;9.60;549.50;3.14;1257
147;naval_base;2266.00;9.60;566.50;3.14;1409
12;naval_base;2386.00;9.60;544.00;0.00;1254
15;naval_base;2397.00;9.60;545.00;0.00;1351
15;floating_harbor;2368.00;9.50;577.00;0.00;0
130;naval_base;2315.00;9.60;547.50;3.14;1254
90;naval_base;2207.00;9.60;566.50;3.14;1409
90;floating_harbor;2176.00;9.50;547.00;0.00;0
234;naval_base;1545.00;9.60;560.50;1.57;1279
234;floating_harbor;1523.00;9.50;573.00;0.00;0
194;naval_base;814.00;9.60;559.50;3.14;1418
12;naval_base;2368.00;9.60;549.00;0.00;1254
100;naval_base;1490.00;9.60;552.00;0.00;1233
147;naval_base;2231.00;9.60;561.50;3.14;1409
130;naval_base;2269.00;9.60;566.50;3.14;1409
130;naval_base;2294.00;9.60;552.50;4.71;1254
194;naval_base;760.00;9.60;572.50;3.14;1418
44;naval_base;1580.00;9.60;554.50;4.71;1279
194;naval_base;802.00;9.60;562.50;3.14;1418
